month,site,plot,treatment,sp,ID,focal,age,bp_example,leaves_tot,leaves_infec,Bp_spots_Ev,leaf_area.pix,lesion_area.pix,leaf_count
jul,D3,3,fungicide,Mv,2,1,seedling,0,4,0,NA,89523,528,1
jul,D3,3,fungicide,Mv,3,1,seedling,0,6,1,NA,142069,667,1
jul,D3,3,water,Mv,1,1,seedling,0,6,3,NA,313549,2456,1
jul,D3,3,water,Mv,2,1,seedling,0,4,2,NA,251795,15033,1
jul,D3,3,water,Mv,3,1,seedling,0,5,3,NA,399845,4679,1
jul,D3,4,fungicide,Mv,2,1,seedling,0,5,2,NA,22589,1174,1
jul,D3,4,fungicide,Mv,3,1,seedling,0,2,0,NA,149006,1574,1
jul,D3,4,water,Mv,1,1,seedling,0,8,2,NA,334581,15554,1
jul,D3,4,water,Mv,2,1,seedling,0,8,2,NA,338881,585,1
jul,D3,4,water,Mv,3,1,seedling,0,6,2,NA,186387,1044,1
jul,D3,5,fungicide,Mv,1,1,seedling,0,3,0,NA,147927,39,1
jul,D3,5,fungicide,Mv,2,1,seedling,0,4,0,NA,111041,1721,1
jul,D3,5,fungicide,Mv,3,1,seedling,0,4,1,NA,99785,33546,1
jul,D3,5,water,Mv,1,1,seedling,0,7,5,NA,220365,3000,1
jul,D3,5,water,Mv,2,1,seedling,0,6,4,NA,273017,1819,1
jul,D3,5,water,Mv,3,1,seedling,0,4,1,NA,128109,795,1
jul,D3,6,fungicide,Mv,1,1,seedling,0,5,0,NA,308138,1117,1
jul,D3,6,fungicide,Mv,3,1,seedling,0,2,1,NA,34123,4060,1
jul,D3,6,water,Mv,3,1,seedling,0,4,1,NA,198215,1002,1
jul,D3,7,fungicide,Mv,1,1,seedling,0,3,0,NA,21540,960,1
jul,D3,7,fungicide,Mv,2,1,seedling,0,6,2,NA,403494,8706,1
jul,D3,7,fungicide,Mv,3,1,seedling,0,8,2,NA,248777,4962,1
jul,D3,7,water,Mv,1,1,seedling,0,8,1,NA,250313,0,1
jul,D3,7,water,Mv,2,1,seedling,0,8,4,NA,263998,950,1
jul,D3,7,water,Mv,3,1,seedling,0,5,2,NA,505812,1852,1
jul,D3,8,fungicide,Mv,1,1,seedling,0,6,3,NA,158896,2519,1
jul,D3,8,fungicide,Mv,2,1,seedling,0,5,1,NA,50679,511,1
jul,D3,8,fungicide,Mv,3,1,seedling,0,7,1,NA,176052,3830,1
jul,D3,8,water,Mv,1,1,seedling,0,6,1,NA,521236,8181,1
jul,D3,8,water,Mv,2,1,seedling,0,7,0,NA,450914,3106,1
jul,D3,8,water,Mv,3,1,seedling,0,6,1,NA,373040,1122,1
jul,D3,9,fungicide,Mv,1,1,seedling,0,7,0,NA,158262,453,1
jul,D3,9,fungicide,Mv,2,1,seedling,0,4,1,NA,350349,2304,1
jul,D3,9,fungicide,Mv,3,1,seedling,0,4,1,NA,87343,2920,1
jul,D3,9,water,Mv,3,1,seedling,0,6,1,NA,252014,704,1
jul,D4,10,water,Mv,1,1,seedling,0,5,1,NA,89350,2403,1
jul,D4,10,water,Mv,2,1,seedling,0,2,1,NA,347577,166,1
jul,D4,10,water,Mv,3,1,seedling,0,6,1,NA,294353,43,1
jul,D4,1,fungicide,Mv,1,1,seedling,0,4,0,NA,150960,4295,1
jul,D4,1,fungicide,Mv,2,1,seedling,0,5,0,NA,165417,1994,1
jul,D4,1,fungicide,Mv,3,1,seedling,0,4,0,NA,151247,3347,1
jul,D4,1,water,Mv,1,1,seedling,0,4,1,NA,300719,2293,1
jul,D4,1,water,Mv,2,1,seedling,0,3,0,NA,81223,3281,1
jul,D4,2,fungicide,Mv,3,1,seedling,0,4,0,NA,78487,1525,1
jul,D4,2,water,Mv,1,1,seedling,0,4,1,NA,142135,11698,1
jul,D4,2,water,Mv,3,1,seedling,0,6,1,NA,194169,602,1
jul,D4,3,fungicide,Mv,1,1,seedling,0,5,1,NA,411066,7931,1
jul,D4,3,fungicide,Mv,2,1,seedling,0,3,1,NA,212092,7910,1
jul,D4,3,fungicide,Mv,3,1,seedling,0,6,1,NA,367205,7138,1
jul,D4,3,water,Mv,1,1,seedling,0,5,1,NA,271678,3015,1
jul,D4,3,water,Mv,2,1,seedling,0,8,2,NA,547870,1692,1
jul,D4,3,water,Mv,3,1,seedling,0,5,1,NA,502675,3728,1
jul,D4,4,fungicide,Mv,3,1,seedling,0,4,0,NA,751166,821,1
jul,D4,4,water,Mv,1,1,seedling,0,6,2,NA,320279,1569,1
jul,D4,4,water,Mv,2,1,seedling,0,9,1,NA,122413,1048,1
jul,D4,5,fungicide,Mv,1,1,seedling,0,4,0,NA,228035,422,1
jul,D4,5,fungicide,Mv,2,1,seedling,0,5,0,NA,109748,156,1
jul,D4,5,water,Mv,2,1,seedling,0,8,0,NA,326774,1508,1
jul,D4,6,water,Mv,2,1,seedling,0,5,1,NA,616288,2748,1
jul,D4,6,water,Mv,3,1,seedling,0,8,1,NA,410159,1389,1
jul,D4,7,fungicide,Mv,3,1,seedling,0,5,1,NA,490285,261,1
jul,D4,7,water,Mv,1,1,seedling,0,8,1,NA,321016,4963,1
jul,D4,7,water,Mv,2,1,seedling,0,7,1,NA,364451,4578,1
jul,D4,7,water,Mv,3,1,seedling,0,6,1,NA,366478,4906,1
jul,D4,8,water,Mv,1,1,seedling,0,7,1,NA,297948,1383,1
jul,D4,8,water,Mv,2,1,seedling,0,6,1,NA,135660,672,1
jul,D4,8,water,Mv,3,1,seedling,0,6,1,NA,143574,206,1
jul,D4,9,fungicide,Mv,1,1,seedling,0,6,0,NA,418029,421,1
jul,D4,9,fungicide,Mv,2,1,seedling,0,7,0,NA,234040,3547,1
jul,D4,9,fungicide,Mv,3,1,seedling,0,NA,NA,NA,390626,678,1
jul,D4,9,water,Mv,1,1,seedling,0,8,1,NA,252766,1511,1
jul,D4,9,water,Mv,2,1,seedling,0,8,1,NA,255219,3407,1
jul,D4,9,water,Mv,3,1,seedling,0,2,1,NA,381784,4003,1
late_aug,D1,10,fungicide,Ev,1,1,seedling,0,3,1,0,74753,7438,1
late_aug,D1,10,fungicide,Ev,A,1,adult,0,3,1,0,632143,95384,2
late_aug,D1,10,water,Ev,1,1,seedling,0,3,1,0,119392,8877,2
late_aug,D1,10,water,Ev,2,1,seedling,0,4,2,0,168523,71207,1
late_aug,D1,1,fungicide,Ev,2,1,seedling,0,6,2,0,415150,10262,1
late_aug,D1,1,fungicide,Ev,3,1,seedling,0,7,1,1,196325,41350,1
late_aug,D1,1,fungicide,Ev,A,1,adult,0,4,2,0,854900,13632,2
late_aug,D1,2,fungicide,Ev,1,1,seedling,0,8,6,1,230408,7607,1
late_aug,D1,2,fungicide,Ev,2,1,seedling,0,6,5,1,274277,24631,1
late_aug,D1,2,fungicide,Ev,3,1,seedling,0,4,1,0,349556,10306,1
late_aug,D1,2,fungicide,Ev,A,1,adult,0,9,4,1,261072,14061,1
late_aug,D1,2,water,Ev,1,1,seedling,0,4,2,1,200906,1835,1
late_aug,D1,2,water,Ev,A,1,adult,0,5,3,1,111427,10871,1
late_aug,D1,3,fungicide,Ev,2,1,seedling,0,5,2,1,499200,164741,1
late_aug,D1,3,fungicide,Ev,3,1,seedling,0,7,2,0,563454,41878,1
late_aug,D1,3,fungicide,Ev,A,1,adult,0,2,1,0,267030,49398,1
late_aug,D1,3,water,Ev,1,1,seedling,0,3,3,1,460888,103106,1
late_aug,D1,3,water,Ev,2,1,seedling,0,2,2,1,57408,5117,1
late_aug,D1,3,water,Ev,3,1,seedling,0,5,2,0,278289,59267,1
late_aug,D1,3,water,Ev,A,1,adult,0,6,6,1,183127,17686,1
late_aug,D1,4,fungicide,Ev,1,1,seedling,0,3,2,1,83167,1458,1
late_aug,D1,4,fungicide,Ev,2,1,seedling,0,3,2,1,195811,32582,1
late_aug,D1,4,fungicide,Ev,A,1,adult,0,2,2,0,748675,152015,1
late_aug,D1,5,fungicide,Ev,2,1,seedling,0,3,2,0,350916,5397,1
late_aug,D1,5,fungicide,Ev,A,1,adult,0,4,3,1,410165,10669,1
late_aug,D1,6,fungicide,Ev,A,1,adult,0,3,2,1,174496,64364,1
late_aug,D1,6,water,Ev,1,1,seedling,0,4,1,0,203451,122654,1
late_aug,D1,6,water,Ev,3,1,seedling,0,1,1,1,291896,58697,1
late_aug,D1,6,water,Ev,A,1,adult,0,3,3,0,885020,326312,1
late_aug,D1,7,fungicide,Ev,2,1,seedling,0,6,1,1,223464,20482,1
late_aug,D1,7,fungicide,Ev,3,1,seedling,0,7,4,0,319853,155720,1
late_aug,D1,7,fungicide,Ev,A,1,adult,0,5,3,1,308482,102018,1
late_aug,D1,7,water,Ev,1,1,seedling,0,3,1,0,260205,35411,1
late_aug,D1,7,water,Ev,3,1,seedling,0,4,4,1,150460,4020,1
late_aug,D1,7,water,Ev,A,1,adult,0,7,6,0,387811,2211,1
late_aug,D1,8,fungicide,Ev,1,1,seedling,0,3,2,0,90608,14743,1
late_aug,D1,8,fungicide,Ev,2,1,seedling,0,4,2,1,76788,717,1
late_aug,D1,8,fungicide,Ev,3,1,seedling,0,3,1,0,162901,17357,1
late_aug,D1,8,fungicide,Ev,A,1,adult,0,2,1,1,202480,2752,1
late_aug,D1,8,water,Ev,1,1,seedling,0,2,2,1,113601,6214,1
late_aug,D1,8,water,Ev,3,1,seedling,0,4,1,0,223467,31199,1
late_aug,D1,9,fungicide,Ev,A,1,adult,0,3,1,0,437959,79355,1
late_aug,D1,9,water,Ev,2,1,seedling,0,4,3,0,354460,70209,1
late_aug,D1,9,water,Ev,A,1,adult,0,1,1,0,542074,207232,1
late_aug,D2,10,fungicide,Ev,A,1,adult,0,4,2,0,340141,18934,1
late_aug,D2,10,water,Ev,1,1,seedling,0,1,0,1,318038,194330,1
late_aug,D2,1,fungicide,Ev,2,1,seedling,0,7,6,1,331297,35608,1
late_aug,D2,1,fungicide,Ev,3,1,seedling,0,4,2,0,92621,1781,1
late_aug,D2,1,fungicide,Ev,A,1,adult,0,7,5,0,147814,13656,1
late_aug,D2,2,fungicide,Ev,1,1,seedling,0,2,2,0,247561,119653,1
late_aug,D2,2,fungicide,Ev,2,1,seedling,0,3,1,0,448070,149131,1
late_aug,D2,2,fungicide,Ev,3,1,seedling,0,6,3,0,335765,57584,1
late_aug,D2,2,fungicide,Ev,A,1,adult,0,4,2,0,317876,27807,1
late_aug,D2,2,water,Ev,1,1,seedling,0,4,4,0,273703,41222,1
late_aug,D2,2,water,Ev,3,1,seedling,0,2,2,0,291940,105214,1
late_aug,D2,3,fungicide,Ev,2,1,seedling,0,2,2,0,407170,19575,1
late_aug,D2,3,fungicide,Ev,3,1,seedling,0,6,3,0,171167,46116,1
late_aug,D2,3,fungicide,Ev,A,1,adult,0,2,2,0,277342,67281,1
late_aug,D2,3,water,Ev,1,1,seedling,0,4,3,1,580037,46756,1
late_aug,D2,3,water,Ev,3,1,seedling,0,6,1,1,460745,31467,1
late_aug,D2,3,water,Ev,A,1,adult,0,3,2,0,209801,13619,1
late_aug,D2,4,fungicide,Ev,1,1,seedling,0,6,5,1,647991,75941,1
late_aug,D2,4,fungicide,Ev,2,1,seedling,0,4,3,1,703680,91483,1
late_aug,D2,4,fungicide,Ev,3,1,seedling,0,1,1,1,184800,116881,1
late_aug,D2,4,fungicide,Ev,A,1,adult,0,4,3,0,415809,41077,1
late_aug,D2,5,fungicide,Ev,1,1,seedling,0,7,5,0,304338,7551,1
late_aug,D2,5,fungicide,Ev,2,1,seedling,0,6,2,0,217190,14906,1
late_aug,D2,5,fungicide,Ev,3,1,seedling,0,3,3,0,459564,31924,1
late_aug,D2,5,water,Ev,A,1,adult,0,3,3,0,611337,38964,2
late_aug,D2,6,fungicide,Ev,2,1,seedling,0,7,4,0,327363,103813,1
late_aug,D2,6,fungicide,Ev,3,1,seedling,0,1,1,0,368873,173493,1
late_aug,D2,6,fungicide,Ev,A,1,adult,0,2,1,0,210967,5967,1
late_aug,D2,6,water,Ev,2,1,seedling,0,3,3,0,256060,142598,1
late_aug,D2,6,water,Ev,3,1,seedling,0,2,1,1,221456,97921,1
late_aug,D2,6,water,Ev,A,1,adult,0,6,5,1,264919,12723,1
late_aug,D2,7,water,Ev,1,1,seedling,0,2,1,1,304913,13962,1
late_aug,D2,7,water,Ev,2,1,seedling,0,1,1,1,107364,82930,1
late_aug,D2,7,water,Ev,3,1,seedling,0,4,3,1,128352,40548,1
late_aug,D2,8,fungicide,Ev,1,1,seedling,0,3,3,0,121804,13764,1
late_aug,D2,8,fungicide,Ev,3,1,seedling,0,3,2,1,103038,3685,1
late_aug,D2,8,fungicide,Ev,A,1,adult,0,7,5,1,332702,52502,1
late_aug,D2,8,water,Ev,2,1,seedling,0,5,5,1,158245,22158,1
late_aug,D2,9,fungicide,Ev,3,1,seedling,0,2,2,0,120725,35930,1
late_aug,D2,9,fungicide,Ev,A,1,adult,0,4,3,0,171464,14615,1
late_aug,D2,9,water,Ev,1,1,seedling,0,3,3,1,76603,2919,1
late_aug,D3,10,fungicide,Ev,A,1,adult,0,2,1,0,192935,96344,1
late_aug,D3,10,water,Ev,2,1,seedling,0,2,1,0,172160,3697,1
late_aug,D3,1,fungicide,Ev,A,1,adult,0,7,5,0,226269,10184,1
late_aug,D3,1,water,Ev,A,1,adult,0,2,2,0,441424,8740,1
late_aug,D3,2,fungicide,Ev,A,1,adult,0,3,2,0,370694,101514,1
late_aug,D3,2,water,Ev,A,1,adult,0,4,3,1,67254,3358,1
late_aug,D3,3,fungicide,Ev,A,1,adult,0,1,1,0,128045,23404,1
late_aug,D3,3,water,Ev,3,1,seedling,0,4,4,1,75053,483,1
late_aug,D3,3,water,Ev,A,1,adult,0,5,4,1,364097,9371,1
late_aug,D3,4,fungicide,Ev,A,1,adult,0,3,2,0,342624,72068,1
late_aug,D3,5,fungicide,Ev,A,1,adult,0,5,1,1,958995,31735,2
late_aug,D3,5,water,Ev,1,1,seedling,0,1,1,0,314038,27047,1
late_aug,D3,5,water,Ev,A,1,adult,0,2,1,1,494510,25688,2
late_aug,D3,6,water,Ev,A,1,adult,0,4,3,0,261630,66688,1
late_aug,D3,7,fungicide,Ev,A,1,adult,0,5,3,1,264495,26719,1
late_aug,D3,7,water,Ev,A,1,adult,0,4,1,0,224052,27647,1
late_aug,D3,9,fungicide,Ev,A,1,adult,0,5,5,0,531488,146990,1
late_aug,D4,10,water,Ev,A,1,adult,0,2,1,1,300052,42159,1
late_aug,D4,1,water,Ev,A,1,adult,0,6,2,1,201463,87801,1
late_aug,D4,2,fungicide,Ev,A,1,adult,0,6,2,0,277572,9137,1
late_aug,D4,2,water,Ev,1,1,seedling,0,4,3,1,130688,42971,1
late_aug,D4,2,water,Ev,2,1,seedling,0,3,2,1,201716,65323,1
late_aug,D4,2,water,Ev,3,1,seedling,0,1,1,0,40330,19229,1
late_aug,D4,2,water,Ev,A,1,adult,0,5,3,1,177637,3571,1
late_aug,D4,3,fungicide,Ev,1,1,seedling,0,5,2,0,120924,40,1
late_aug,D4,3,fungicide,Ev,A,1,adult,0,3,1,0,474854,21821,1
late_aug,D4,3,water,Ev,1,1,seedling,0,1,0,1,482557,149618,1
late_aug,D4,3,water,Ev,A,1,adult,0,3,1,1,524581,14070,1
late_aug,D4,4,fungicide,Ev,A,1,adult,0,1,1,0,599921,122890,1
late_aug,D4,5,fungicide,Ev,2,1,seedling,0,1,1,0,48982,8157,1
late_aug,D4,5,fungicide,Ev,A,1,adult,0,3,2,1,510399,2319,2
late_aug,D4,5,water,Ev,A,1,adult,0,1,1,0,254897,70187,1
late_aug,D4,6,fungicide,Ev,A,1,adult,0,6,6,1,433760,52488,1
late_aug,D4,6,water,Ev,3,1,seedling,0,2,2,0,382197,26950,1
late_aug,D4,6,water,Ev,A,1,adult,0,2,2,0,321128,175885,1
late_aug,D4,7,fungicide,Ev,A,1,adult,0,4,3,0,208381,7018,1
late_aug,D4,7,water,Ev,A,1,adult,0,1,0,0,387888,79017,1
late_aug,D4,8,water,Ev,A,1,adult,0,2,1,0,372698,70017,1
late_aug,D4,9,fungicide,Ev,A,1,adult,0,1,1,0,769509,197466,1
late_aug,D1,10,fungicide,Mv,1,1,seedling,0,8,3,NA,237134,2760,1
late_aug,D1,10,fungicide,Mv,2,1,seedling,0,5,1,NA,381065,2702,1
late_aug,D1,10,fungicide,Mv,3,1,seedling,0,4,1,NA,142113,3029,1
late_aug,D1,10,water,Mv,1,1,seedling,0,4,4,NA,811674,39287,1
late_aug,D1,10,water,Mv,2,1,seedling,0,7,7,NA,157286,7823,1
late_aug,D1,10,water,Mv,3,1,seedling,0,7,6,NA,224110,18528,1
late_aug,D1,1,water,Mv,1,1,seedling,0,7,5,NA,236306,5400,1
late_aug,D1,1,water,Mv,2,1,seedling,0,7,5,NA,184423,18902,1
late_aug,D1,1,water,Mv,3,1,seedling,0,6,3,NA,160578,3333,1
late_aug,D1,2,fungicide,Mv,1,1,seedling,0,7,2,NA,340896,779,1
late_aug,D1,2,fungicide,Mv,2,1,seedling,0,5,3,NA,285793,1938,1
late_aug,D1,2,fungicide,Mv,3,1,seedling,0,3,1,NA,97095,351,1
late_aug,D1,2,water,Mv,1,1,seedling,0,6,4,NA,304410,11380,1
late_aug,D1,2,water,Mv,2,1,seedling,0,4,3,NA,498782,19745,1
late_aug,D1,2,water,Mv,3,1,seedling,0,6,5,NA,413533,14295,1
late_aug,D1,3,fungicide,Mv,1,1,seedling,0,7,1,NA,172089,932,1
late_aug,D1,3,fungicide,Mv,2,1,seedling,0,7,1,NA,460169,1322,1
late_aug,D1,3,fungicide,Mv,3,1,seedling,0,6,1,NA,286611,811,1
late_aug,D1,3,water,Mv,1,1,seedling,0,3,3,NA,217826,8088,1
late_aug,D1,3,water,Mv,2,1,seedling,0,9,8,NA,172212,13633,1
late_aug,D1,3,water,Mv,3,1,seedling,0,6,4,NA,108697,7834,1
late_aug,D1,4,fungicide,Mv,1,1,seedling,0,6,3,NA,153516,3615,1
late_aug,D1,4,fungicide,Mv,2,1,seedling,0,6,2,NA,170967,12067,1
late_aug,D1,4,fungicide,Mv,3,1,seedling,0,4,2,NA,129733,2651,1
late_aug,D1,4,water,Mv,2,1,seedling,0,7,2,NA,228635,3559,1
late_aug,D1,4,water,Mv,3,1,seedling,0,8,2,NA,401256,12189,1
late_aug,D1,5,fungicide,Mv,1,1,seedling,0,7,3,NA,192394,1894,1
late_aug,D1,5,fungicide,Mv,2,1,seedling,0,5,1,NA,246491,3538,1
late_aug,D1,5,fungicide,Mv,3,1,seedling,0,4,2,NA,321409,3778,1
late_aug,D1,6,water,Mv,1,1,seedling,0,4,4,NA,542023,33747,1
late_aug,D1,6,water,Mv,2,1,seedling,0,5,4,NA,276670,22650,1
late_aug,D1,6,water,Mv,3,1,seedling,0,6,5,NA,293898,15090,1
late_aug,D1,7,fungicide,Mv,1,1,seedling,0,6,1,NA,207432,1046,1
late_aug,D1,7,fungicide,Mv,2,1,seedling,0,5,1,NA,215185,1790,1
late_aug,D1,7,fungicide,Mv,3,1,seedling,0,8,1,NA,314285,630,1
late_aug,D1,7,water,Mv,1,1,seedling,0,8,6,NA,287155,29732,1
late_aug,D1,7,water,Mv,2,1,seedling,0,5,4,NA,91288,6543,1
late_aug,D1,7,water,Mv,3,1,seedling,0,4,4,NA,403489,15513,1
late_aug,D1,8,fungicide,Mv,1,1,seedling,0,8,5,NA,424321,10433,1
late_aug,D1,8,fungicide,Mv,2,1,seedling,0,6,2,NA,306315,2355,1
late_aug,D1,8,fungicide,Mv,3,1,seedling,0,4,1,NA,340252,3149,1
late_aug,D1,8,water,Mv,1,1,seedling,0,8,6,NA,437699,29890,1
late_aug,D1,8,water,Mv,2,1,seedling,0,6,6,NA,152194,8134,1
late_aug,D1,8,water,Mv,3,1,seedling,0,9,7,NA,372198,15847,1
late_aug,D1,9,fungicide,Mv,1,1,seedling,0,8,1,NA,135445,10890,1
late_aug,D1,9,fungicide,Mv,2,1,seedling,0,6,2,NA,117064,1546,1
late_aug,D1,9,fungicide,Mv,3,1,seedling,0,7,4,NA,235341,7014,1
late_aug,D1,9,water,Mv,1,1,seedling,0,9,2,NA,344577,4864,1
late_aug,D1,9,water,Mv,2,1,seedling,0,7,3,NA,256653,13368,1
late_aug,D1,9,water,Mv,3,1,seedling,0,6,1,NA,290310,5064,1
late_aug,D2,10,fungicide,Mv,1,1,seedling,0,6,1,NA,393405,4605,1
late_aug,D2,10,fungicide,Mv,3,1,seedling,0,5,1,NA,497029,2109,1
late_aug,D2,10,water,Mv,1,1,seedling,0,5,5,NA,374751,48184,1
late_aug,D2,10,water,Mv,2,1,seedling,0,5,5,NA,281317,17664,1
late_aug,D2,10,water,Mv,3,1,seedling,0,6,5,NA,87437,11497,1
late_aug,D2,1,fungicide,Mv,1,1,seedling,0,5,3,NA,399281,862,1
late_aug,D2,1,fungicide,Mv,2,1,seedling,0,6,1,NA,287719,21778,1
late_aug,D2,1,fungicide,Mv,3,1,seedling,0,5,2,NA,340716,4509,1
late_aug,D2,1,water,Mv,1,1,seedling,0,7,1,NA,483002,5289,1
late_aug,D2,1,water,Mv,2,1,seedling,0,4,1,NA,227444,1912,1
late_aug,D2,1,water,Mv,3,1,seedling,0,7,1,NA,373456,2658,1
late_aug,D2,2,fungicide,Mv,3,1,seedling,0,5,1,NA,166404,1073,1
late_aug,D2,2,water,Mv,1,1,seedling,0,7,6,NA,413145,23172,1
late_aug,D2,2,water,Mv,2,1,seedling,0,3,2,NA,379813,7485,1
late_aug,D2,2,water,Mv,3,1,seedling,0,7,6,NA,230397,33296,1
late_aug,D2,3,fungicide,Mv,1,1,seedling,0,6,3,NA,203736,813,1
late_aug,D2,3,fungicide,Mv,2,1,seedling,0,6,4,NA,190384,580,1
late_aug,D2,3,fungicide,Mv,3,1,seedling,0,5,3,NA,431891,1449,1
late_aug,D2,3,water,Mv,1,1,seedling,0,6,1,NA,265550,2090,1
late_aug,D2,3,water,Mv,2,1,seedling,0,6,1,NA,232766,5169,1
late_aug,D2,3,water,Mv,3,1,seedling,0,7,2,NA,257299,680,1
late_aug,D2,4,fungicide,Mv,1,1,seedling,0,7,2,NA,307090,141,1
late_aug,D2,4,fungicide,Mv,2,1,seedling,0,7,5,NA,273171,3594,1
late_aug,D2,4,fungicide,Mv,3,1,seedling,0,4,1,NA,250691,8293,1
late_aug,D2,4,water,Mv,1,1,seedling,0,6,6,NA,437976,12031,1
late_aug,D2,4,water,Mv,2,1,seedling,0,3,2,NA,385426,21524,1
late_aug,D2,4,water,Mv,3,1,seedling,0,7,7,NA,273664,30692,1
late_aug,D2,5,fungicide,Mv,1,1,seedling,0,5,3,NA,557176,6398,1
late_aug,D2,5,fungicide,Mv,2,1,seedling,0,5,3,NA,364732,4662,1
late_aug,D2,5,fungicide,Mv,3,1,seedling,0,4,2,NA,174368,1251,1
late_aug,D2,5,water,Mv,1,1,seedling,0,5,5,NA,352289,22046,1
late_aug,D2,5,water,Mv,2,1,seedling,0,9,8,NA,302471,38534,1
late_aug,D2,5,water,Mv,3,1,seedling,0,8,8,NA,346319,47597,1
late_aug,D2,6,fungicide,Mv,1,1,seedling,0,8,5,NA,220082,3040,1
late_aug,D2,6,fungicide,Mv,2,1,seedling,0,4,4,NA,127728,1239,1
late_aug,D2,6,fungicide,Mv,3,1,seedling,0,5,4,NA,346353,10397,1
late_aug,D2,6,water,Mv,1,1,seedling,0,6,6,NA,240586,22015,1
late_aug,D2,6,water,Mv,2,1,seedling,0,4,3,NA,65216,2681,1
late_aug,D2,6,water,Mv,3,1,seedling,0,5,5,NA,427249,17059,1
late_aug,D2,7,fungicide,Mv,1,1,seedling,0,6,2,NA,208498,522,1
late_aug,D2,7,fungicide,Mv,2,1,seedling,0,4,2,NA,335044,247,1
late_aug,D2,7,water,Mv,1,1,seedling,0,5,4,NA,326862,7860,1
late_aug,D2,7,water,Mv,2,1,seedling,0,5,5,NA,542941,107865,1
late_aug,D2,7,water,Mv,3,1,seedling,0,4,4,NA,428454,37362,1
late_aug,D2,8,fungicide,Mv,1,1,seedling,0,6,3,NA,235544,5027,1
late_aug,D2,8,fungicide,Mv,2,1,seedling,0,6,5,NA,275820,837,1
late_aug,D2,8,fungicide,Mv,3,1,seedling,0,8,7,NA,364294,7928,1
late_aug,D2,8,water,Mv,1,1,seedling,0,6,4,NA,223020,14127,1
late_aug,D2,8,water,Mv,2,1,seedling,0,6,5,NA,143753,11871,1
late_aug,D2,8,water,Mv,3,1,seedling,0,8,6,NA,489450,30641,1
late_aug,D2,9,fungicide,Mv,1,1,seedling,0,6,3,NA,373739,304,1
late_aug,D2,9,fungicide,Mv,2,1,seedling,0,7,3,NA,261363,2519,1
late_aug,D2,9,fungicide,Mv,3,1,seedling,0,7,3,NA,197682,508,1
late_aug,D2,9,water,Mv,1,1,seedling,0,6,6,NA,408994,12284,1
late_aug,D2,9,water,Mv,2,1,seedling,0,5,5,NA,447797,13199,1
late_aug,D2,9,water,Mv,3,1,seedling,0,6,6,NA,157802,6033,1
late_aug,D3,10,fungicide,Mv,1,1,seedling,0,5,3,NA,121895,4678,1
late_aug,D3,10,fungicide,Mv,2,1,seedling,0,5,4,NA,167145,3509,1
late_aug,D3,10,fungicide,Mv,3,1,seedling,0,5,4,NA,280579,7303,1
late_aug,D3,10,water,Mv,1,1,seedling,0,6,5,NA,111258,4761,1
late_aug,D3,10,water,Mv,3,1,seedling,0,6,5,NA,94380,1721,1
late_aug,D3,1,fungicide,Mv,1,1,seedling,0,8,3,NA,149445,6469,1
late_aug,D3,1,fungicide,Mv,2,1,seedling,0,5,4,NA,140254,3269,1
late_aug,D3,1,fungicide,Mv,3,1,seedling,0,6,3,NA,126459,1682,1
late_aug,D3,1,water,Mv,1,1,seedling,0,2,2,NA,180793,29135,1
late_aug,D3,1,water,Mv,2,1,seedling,0,6,6,NA,245999,32533,1
late_aug,D3,1,water,Mv,3,1,seedling,0,5,5,NA,119634,6420,1
late_aug,D3,2,fungicide,Mv,1,1,seedling,0,6,2,NA,196318,939,1
late_aug,D3,2,fungicide,Mv,2,1,seedling,0,5,5,NA,268280,12235,1
late_aug,D3,2,fungicide,Mv,3,1,seedling,0,8,5,NA,181707,2504,1
late_aug,D3,2,water,Mv,2,1,seedling,0,7,6,NA,269744,42976,1
late_aug,D3,2,water,Mv,3,1,seedling,0,3,3,NA,156770,18421,1
late_aug,D3,3,fungicide,Mv,1,1,seedling,0,7,4,NA,196507,8694,1
late_aug,D3,3,fungicide,Mv,3,1,seedling,0,4,1,NA,122846,647,1
late_aug,D3,3,water,Mv,1,1,seedling,0,3,3,NA,118368,11012,1
late_aug,D3,3,water,Mv,2,1,seedling,0,6,5,NA,59703,34203,1
late_aug,D3,3,water,Mv,3,1,seedling,0,6,6,NA,175731,49296,1
late_aug,D3,4,fungicide,Mv,1,1,seedling,0,8,7,NA,203890,3851,1
late_aug,D3,4,fungicide,Mv,2,1,seedling,0,5,4,NA,85464,1953,1
late_aug,D3,4,water,Mv,1,1,seedling,0,5,4,NA,324515,982,1
late_aug,D3,4,water,Mv,2,1,seedling,0,6,6,NA,259562,11684,1
late_aug,D3,4,water,Mv,3,1,seedling,0,5,5,NA,300113,16464,1
late_aug,D3,5,fungicide,Mv,1,1,seedling,0,6,3,NA,126245,3836,1
